trial_id,creation_date,start_date,completion_date,state,dev_test_combo,iterations,coord_interval,influence_tuning_batch_size,influence_tuning_epochs,influence_tuning_lr,num_train_epochs,seed
xxay9iu7wq,2021-05-12 17:01:04.617099,2021-05-12 17:42:26.000000,,RUNNING,,,25,4,10,0.00003,20,2025
3jzxjpq6as,2021-05-12 14:25:15.681959,2021-05-12 14:25:26.000000,2021-05-12 17:00:55.463136,COMPLETED,50000.5,,50,4,5,0.00003,10,2025
impe8948hq,2021-05-12 11:35:47.681980,2021-05-12 11:35:57.000000,2021-05-12 16:41:28.578778,COMPLETED,75208.764,,50,64,5,0.00001,20,2024
iq8u2wksde,2021-05-12 11:47:28.491209,2021-05-12 11:47:53.000000,2021-05-12 16:40:55.847863,COMPLETED,78541.77,,50,64,5,0.000003,20,2021
qvy7nw2icb,2021-05-12 11:18:17.990300,2021-05-12 11:18:32.000000,2021-05-12 16:32:55.971937,COMPLETED,50000.5,,50,64,5,0.00003,20,2021
67p9ksc6i8,2021-05-12 11:15:57.277662,2021-05-12 11:16:07.000000,2021-05-12 16:28:22.895536,COMPLETED,76458.788,,50,16,5,0.000001,20,2021
bcwacxsxxu,2021-05-12 05:40:00.340239,2021-05-12 05:40:14.000000,2021-05-12 16:15:34.179813,COMPLETED,80208.808,,50,16,10,0.00001,20,2022
is5r5fhmhb,2021-05-12 11:07:45.459189,2021-05-12 11:08:08.000000,2021-05-12 16:14:57.115983,COMPLETED,74166.728,,25,16,5,0.000001,10,2024
hrqwy3rzu6,2021-05-12 16:02:51.029033,2021-05-12 16:02:52.000000,,RUNNING,,,25,4,10,0.000001,20,2025
78dhwuj7cd,2021-05-12 10:54:52.895108,2021-05-12 10:54:55.000000,2021-05-12 16:02:04.568460,COMPLETED,78125.778,,25,64,5,0.00001,10,2022
exzfnby2fx,2021-05-12 13:14:10.016129,2021-05-12 13:14:30.000000,2021-05-12 15:54:54.085566,COMPLETED,80833.784,,50,16,5,0.000001,10,2022
iwtn2q6a5r,2021-05-12 10:36:11.527935,2021-05-12 10:36:18.000000,2021-05-12 15:47:02.624273,COMPLETED,77083.766,,50,64,10,0.000003,10,2021
3q78hzdxvv,2021-05-12 05:17:45.691817,2021-05-12 05:18:02.000000,2021-05-12 15:45:05.667344,COMPLETED,50000.5,,25,64,10,0.00003,10,2025
rmj3b59hfw,2021-05-12 15:38:26.036415,2021-05-12 15:40:17.000000,,RUNNING,,,25,16,10,0.000003,20,2021
pahz2z64q2,2021-05-12 05:28:14.839700,2021-05-12 05:28:19.000000,2021-05-12 15:38:06.666114,COMPLETED,77708.774,,25,64,10,0.000001,10,2023
rguk99cvq2,2021-05-12 10:11:43.295500,2021-05-12 10:11:50.000000,2021-05-12 15:33:55.515902,COMPLETED,78125.794,,50,16,5,0.00001,20,2025
kjp92n5zyh,2021-05-12 05:02:32.600292,2021-05-12 05:02:51.000000,2021-05-12 15:24:43.903909,COMPLETED,50000.5,,25,4,10,0.00003,10,2024
cckfxn88za,2021-05-12 09:28:34.044697,2021-05-12 09:42:23.000000,2021-05-12 14:58:20.738576,COMPLETED,58541.596,,50,4,10,0.00003,10,2022
pht6758pf2,2021-05-12 14:55:27.585204,2021-05-12 14:55:48.000000,,RUNNING,,,25,64,10,0.00003,20,2021
w5ng545gzy,2021-05-12 09:16:59.649585,2021-05-12 09:42:25.000000,2021-05-12 14:54:48.985797,COMPLETED,50000.5,,50,16,10,0.00003,10,2025
qke594ncew,2021-05-12 02:55:52.904020,2021-05-12 02:56:08.000000,2021-05-12 12:59:42.012695,COMPLETED,50000.5,,25,4,10,0.00003,10,2021
mtm7hzicdj,2021-05-12 03:04:04.786665,2021-05-12 03:04:34.000000,2021-05-12 12:51:23.861857,COMPLETED,72291.714,,50,16,10,0.000001,20,2025
cgcvy32uey,2021-05-12 07:54:04.485109,2021-05-12 07:54:19.000000,2021-05-12 12:44:16.835575,COMPLETED,50000.5,,50,16,10,0.00003,10,2023
