trial_id,creation_date,start_date,completion_date,state,dev_test_combo,iterations,coord_interval,influence_tuning_batch_size,influence_tuning_instance_dropout,influence_tuning_lr,seed
fnb2rpj399,2021-05-13 00:02:52.705610,2021-05-13 00:03:31.000000,2021-05-13 00:50:06.874924,COMPLETED,87113.8696666667,,25,16,0.995,0.00001,2023
huayr94xmq,2021-05-12 19:44:11.440436,2021-05-12 21:47:40.000000,2021-05-13 00:47:54.434168,COMPLETED,85466.8526,,25,16,0.98,0.00001,2023
tkuk3axnk5,2021-05-12 19:44:32.623087,2021-05-12 23:11:06.000000,2021-05-13 00:43:28.649474,COMPLETED,72200.7174,,50,64,0.98,0.000003,2025
3vfca85kts,2021-05-12 22:59:54.150393,2021-05-12 23:00:14.000000,2021-05-13 00:37:44.487891,COMPLETED,91646.916,,50,16,0.98,0.00003,2024
76tv9ewxph,2021-05-12 23:48:54.615304,2021-05-12 23:49:20.000000,2021-05-13 00:36:55.048490,COMPLETED,60786.6086666667,,25,4,0.995,0.00003,2023
e48sa58eyc,2021-05-13 00:07:34.633655,2021-05-13 00:07:41.000000,2021-05-13 00:35:03.055055,COMPLETED,77886.7782,,50,4,0.995,0.00001,2024
5474q2v3rh,2021-05-12 19:44:29.311700,2021-05-12 23:47:03.000000,2021-05-13 00:34:27.686738,COMPLETED,66113.6578666667,,25,16,0.995,0.00001,2022
rpw6r6wg7b,2021-05-12 21:32:12.394880,2021-05-12 21:32:44.000000,2021-05-13 00:33:03.137991,COMPLETED,78306.7821333333,,25,16,0.98,0.00001,2022
ni7jf294ap,2021-05-12 19:44:15.101625,2021-05-12 23:01:39.000000,2021-05-13 00:32:43.025852,COMPLETED,87146.8717333333,,50,64,0.98,0.00003,2021
3zcgzs5eqg,2021-05-12 19:44:17.539227,2021-05-12 21:32:03.000000,2021-05-13 00:30:45.822829,COMPLETED,50000.5,,25,4,0.98,0.00003,2021
anha4b5cmc,2021-05-12 19:44:21.572182,2021-05-12 22:53:18.000000,2021-05-13 00:28:20.044430,COMPLETED,50000.5,,50,4,0.98,0.00003,2025
qzaa3bttid,2021-05-13 00:01:42.495879,2021-05-13 00:02:03.000000,2021-05-13 00:27:26.463971,COMPLETED,71246.7068,,50,16,0.995,0.00001,2021
mym8edd4bv,2021-05-12 22:41:02.457823,2021-05-12 22:41:12.000000,2021-05-13 00:12:55.040852,COMPLETED,74186.7417333333,,50,4,0.98,0.00001,2022
nbd596uw76,2021-05-12 22:22:19.369003,2021-05-12 23:43:52.000000,2021-05-13 00:10:04.353892,COMPLETED,50000.5,,50,4,0.995,0.00003,2021
wtwmaa2mau,2021-05-12 19:44:13.238333,2021-05-12 22:35:57.000000,2021-05-13 00:07:20.944421,COMPLETED,91873.9202666667,,50,16,0.98,0.00003,2022
ksh9bkjgjg,2021-05-12 20:11:24.935847,2021-05-12 22:33:00.000000,2021-05-13 00:06:29.779232,COMPLETED,90313.8996,,50,4,0.98,0.00001,2023
dtywpwgnry,2021-05-12 19:44:13.905060,2021-05-12 22:25:27.000000,2021-05-13 00:02:22.956425,COMPLETED,62653.6237333333,,50,16,0.98,0.00001,2023
wgsjs87if3,2021-05-12 21:06:29.943158,2021-05-12 21:06:35.000000,2021-05-13 00:01:54.364832,COMPLETED,82320.823,,25,4,0.98,0.000003,2024
ewstrhgzrk,2021-05-12 22:32:50.277287,2021-05-12 22:33:13.000000,2021-05-13 00:01:30.144044,COMPLETED,78453.7822,,50,64,0.98,0.00003,2025
6stnfeusyg,2021-05-12 19:44:10.142027,2021-05-12 22:25:39.000000,2021-05-13 00:01:20.872571,COMPLETED,91373.9104666667,,50,4,0.98,0.000003,2021
inbyu9j7yh,2021-05-12 22:28:10.541934,2021-05-12 22:28:29.000000,2021-05-12 23:59:48.226025,COMPLETED,80926.8109333333,,50,16,0.98,0.000003,2021
57pncp376y,2021-05-12 19:44:27.325479,2021-05-12 22:59:21.000000,2021-05-12 23:48:35.420695,COMPLETED,66553.6614,,25,64,0.995,0.000003,2022
4mt5y4pzhb,2021-05-12 23:08:06.729197,2021-05-12 23:20:12.000000,2021-05-12 23:47:03.730317,COMPLETED,69720.6923333333,,50,16,0.995,0.00003,2023
ddzfsbrurd,2021-05-12 19:44:01.023266,2021-05-12 22:48:10.000000,2021-05-12 23:35:28.948798,COMPLETED,67393.6718,,25,64,0.995,0.000003,2025
5i3qnwwsqa,2021-05-12 19:44:01.645179,2021-05-12 22:47:54.000000,2021-05-12 23:14:21.656286,COMPLETED,50000.5,,50,4,0.995,0.00003,2022
mu8bnq4nfb,2021-05-12 19:43:50.804788,2021-05-12 22:25:31.000000,2021-05-12 23:14:14.879395,COMPLETED,82266.8227333333,,25,4,0.995,0.00001,2021
9kwb3sxjx6,2021-05-12 19:43:57.124165,2021-05-12 22:21:11.000000,2021-05-12 23:11:07.613966,COMPLETED,72080.7188,,25,16,0.995,0.00003,2024
j6w32zebd3,2021-05-12 22:43:22.275969,2021-05-12 22:43:34.000000,2021-05-12 23:09:01.773296,COMPLETED,68326.6811333333,,50,4,0.995,0.000003,2024
avthinup6j,2021-05-12 20:55:56.834828,2021-05-12 22:39:25.000000,2021-05-12 23:07:55.708683,COMPLETED,75766.7514666667,,50,16,0.995,0.00001,2024
f8k6f65km5,2021-05-12 19:43:57.692001,2021-05-12 22:40:21.000000,2021-05-12 23:07:35.636334,COMPLETED,81646.8182,,50,16,0.995,0.00003,2022
8tzfqhkggr,2021-05-12 22:41:01.654697,2021-05-12 22:41:10.000000,2021-05-12 23:06:55.981657,COMPLETED,81066.8154,,50,16,0.995,0.00003,2025
njc8udddh2,2021-05-12 19:44:31.933618,2021-05-12 20:20:28.000000,2021-05-12 23:06:40.771343,COMPLETED,81106.8130666667,,25,16,0.98,0.00001,2024
5uqe2ech7k,2021-05-12 19:44:07.036286,2021-05-12 20:06:06.000000,2021-05-12 23:06:33.460968,COMPLETED,78513.7845333333,,25,64,0.98,0.00001,2021
ugnjfpb6x3,2021-05-12 19:44:22.959741,2021-05-12 21:28:55.000000,2021-05-12 23:03:35.267911,COMPLETED,64573.6451333333,,50,4,0.98,0.00003,2024
