trial_id,creation_date,start_date,completion_date,state,dev_test_combo,iterations,coord_interval,influence_tuning_batch_size,influence_tuning_instance_dropout,influence_tuning_lr,seed
h5aku8dmv3,2021-05-12 22:10:57.730239,2021-05-12 23:13:10.000000,2021-05-12 23:32:17.708468,COMPLETED,62873.6247333333,,25,4,0.995,0.00003,2025
thvgvc3gnw,2021-05-12 20:57:15.703707,2021-05-12 22:59:33.000000,2021-05-12 23:32:00.440321,COMPLETED,68173.6764,,50,64,0.98,0.00001,2025
ew7q6p8evt,2021-05-12 23:13:58.071045,2021-05-12 23:14:35.000000,2021-05-12 23:26:04.495978,COMPLETED,80346.8043333333,,50,64,0.995,0.00001,2021
3ei8y8p944,2021-05-12 22:46:11.498497,2021-05-12 22:46:30.000000,2021-05-12 23:17:14.863643,COMPLETED,72973.7281333333,,50,4,0.98,0.000003,2021
xsit7uqjrw,2021-05-12 19:47:37.646466,2021-05-12 23:05:02.000000,2021-05-12 23:16:36.350747,COMPLETED,69060.6869333333,,50,16,0.995,0.000003,2024
6xhkyz37dx,2021-05-12 22:09:51.259384,2021-05-12 22:39:25.000000,2021-05-12 23:13:37.534656,COMPLETED,62033.6147333333,,50,16,0.98,0.00003,2022
7dfgnfjpbz,2021-05-12 22:57:19.743511,2021-05-12 22:57:41.000000,2021-05-12 23:08:43.055266,COMPLETED,69400.6906,,50,4,0.995,0.00001,2025
kjtibwz673,2021-05-12 20:47:18.185627,2021-05-12 22:57:12.000000,2021-05-12 23:08:36.648591,COMPLETED,72086.7174666667,,50,4,0.995,0.00001,2021
t3s39a6d3x,2021-05-12 21:26:56.543666,2021-05-12 22:25:28.000000,2021-05-12 22:57:10.511166,COMPLETED,76113.7670666667,,50,16,0.98,0.00001,2025
em5jyngh3h,2021-05-12 22:45:04.876826,2021-05-12 22:45:29.000000,2021-05-12 22:56:59.045012,COMPLETED,69240.6896666667,,50,64,0.995,0.00003,2023
z3j9dmgdzj,2021-05-12 19:47:40.685479,2021-05-12 22:25:27.000000,2021-05-12 22:45:07.876266,COMPLETED,72500.7246666667,,25,16,0.995,0.00003,2023
6kbd86vqum,2021-05-12 19:47:30.710100,2021-05-12 22:11:48.000000,2021-05-12 22:44:12.969921,COMPLETED,50000.5,,50,4,0.98,0.00003,2025
5izfww3wm2,2021-05-12 22:04:19.862293,2021-05-12 22:04:24.000000,2021-05-12 22:35:43.090862,COMPLETED,69553.6874,,50,16,0.98,0.00001,2023
sgbeh6rwes,2021-05-12 21:52:17.775824,2021-05-12 21:52:20.000000,2021-05-12 22:10:53.077474,COMPLETED,65320.6477333333,,25,64,0.995,0.00003,2025
nrg8v8stir,2021-05-12 19:47:38.532676,2021-05-12 21:51:23.000000,2021-05-12 22:09:47.531970,COMPLETED,63400.628,,25,64,0.995,0.000003,2021
2rqirc6s4r,2021-05-12 21:02:45.944101,2021-05-12 21:03:02.000000,2021-05-12 22:03:44.722773,COMPLETED,67366.6688,,25,4,0.98,0.00003,2021
vqyr623ghz,2021-05-12 19:47:39.212140,2021-05-12 21:32:32.000000,2021-05-12 21:51:57.207456,COMPLETED,60786.6051333333,,25,16,0.995,0.00001,2022
kbjyxgteyi,2021-05-12 19:47:36.846316,2021-05-12 21:26:43.000000,2021-05-12 21:45:11.399143,COMPLETED,68306.6769333333,,25,64,0.995,0.000003,2022
3c36zwbhpe,2021-05-12 19:47:33.828939,2021-05-12 20:54:59.000000,2021-05-12 21:26:43.677476,COMPLETED,56646.5651333333,,50,16,0.98,0.00003,2025
53pphdacnm,2021-05-12 19:47:39.916836,2021-05-12 21:07:27.000000,2021-05-12 21:25:24.401275,COMPLETED,88153.8810666667,,25,4,0.995,0.00003,2024
986mx6m97n,2021-05-12 19:47:35.287292,2021-05-12 21:00:37.000000,2021-05-12 21:19:33.923052,COMPLETED,69973.6987333333,,25,64,0.995,0.00001,2021
8p62j2in2x,2021-05-12 20:43:58.181832,2021-05-12 20:44:17.000000,2021-05-12 21:02:29.015180,COMPLETED,70620.7049333333,,25,64,0.995,0.00001,2022
nnj8s67sx2,2021-05-12 19:47:29.537255,2021-05-12 20:41:33.000000,2021-05-12 20:56:50.303087,COMPLETED,79100.7919333333,,50,64,0.995,0.00003,2021
8z5xfseivf,2021-05-12 19:47:42.570755,2021-05-12 19:48:25.000000,2021-05-12 20:46:53.793818,COMPLETED,70026.6926666667,,25,16,0.98,0.00001,2024
6zs73f7b6u,2021-05-12 19:47:32.264653,2021-05-12 20:09:59.000000,2021-05-12 20:43:54.769085,COMPLETED,99513.9947333333,,50,4,0.98,0.00003,2024
g963f7drh9,2021-05-12 19:47:43.283937,2021-05-12 19:49:24.000000,2021-05-12 20:23:17.893412,COMPLETED,77220.7740666667,,50,64,0.98,0.000003,2025
